Series Name,Series Code,Country Name,Country Code,2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2017 [YR2017],2016 [YR2016],2018 [YR2018],2019 [YR2019],2020 [YR2020]
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,British Virgin Islands,VGB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Brunei Darussalam,BRN,68865.7872998496,69338.9207191783,70631.8736782129,71331.7527275359,70415.4241541023,69482.3838018272,71352.8857884172,70342.4093047527,67934.0640848731,65753.4057014535,66484.2415406151,68037.5229790103,67792.7546260517,65534.6831602734,63131.186248062,62170.0870232201,60173.0511336013,59980.9887454086,59650.2315273035,61424.3643132688,61603.5508036186
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Bulgaria,BGR,10504.770358534,11125.7241321846,12037.5011262957,12768.6664511593,13703.0014647224,14780.8113618278,15906.6435700726,17090.3346384906,18265.6586357845,17768.3914999455,18163.9298744102,18662.8768195386,18911.8519138809,18914.7679033434,19203.1931673269,19982.7297814426,21457.9019850147,20732.4375979624,22195.8671431114,23254.628195937,22466.7642609023
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Burkina Faso,BFA,1266.74481663807,1310.07221197696,1325.70342969155,1385.45504828434,1402.78437162473,1477.03982209929,1521.15445427702,1536.3858137955,1578.34582603774,1578.14893890186,1661.87202140763,1720.08252228733,1776.39099745576,1823.59495248367,1846.64512676697,1862.85471186197,1978.15501161376,1916.7563817824,2051.21843060824,2106.03617656111,2089.56780406926
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Burundi,BDI,837.348411451095,833.670878742379,846.747295184596,810.552335241984,818.746063270769,796.108713073826,809.696010652699,807.44748064358,812.592169776878,801.803427362171,804.354940804194,807.6649575843,814.32077076854,824.610522607553,831.294838603726,781.579287257152,750.787616270977,764.336602194152,740.448222531284,729.65846261506,711.355263408189
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Cabo Verde,CPV,4255.74569658306,4278.7578320908,4434.21835227592,4553.41532727334,4950.76311308588,5225.92171145174,5574.63226247037,6345.94144290652,6718.05638016602,6549.00542804698,6597.94938360174,6774.89374195463,6766.94293107979,6733.08879587578,6703.81235646672,6691.93143160903,7130.85415218192,6900.56100921959,7314.30128315943,7743.47916403827,6073.38035252938
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Cambodia,KHM,1486.10711392755,1578.62770087498,1652.53813170856,1761.42110246825,1909.41845605634,2124.83745731084,2313.33033191801,2505.52034946114,2629.25905783641,2592.15546103613,2706.99181559685,2856.53078626106,3021.33221936616,3197.53210035196,3378.36459047885,3565.24506710358,3972.7241639191,3761.91133765966,4217.62179099337,4464.29444969055,4276.18453895976
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Cameroon,CMR,2937.99187270976,2985.57790580257,3036.76770237707,3116.15282017843,3245.49589260784,3228.36116061603,3261.45165555045,3309.28229524961,3308.31990795114,3298.40745206312,3298.62457927485,3314.89823407679,3371.97553263081,3442.2006268529,3530.28319116155,3614.75571604719,3691.09472365252,3667.32267475561,3732.50124762252,3756.50956172602,3665.5105811789
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Canada,CAN,41307.7514600943,41627.6249518203,42412.4139635846,42791.0946777734,43704.6691337093,44683.764981042,45401.4658552876,45884.3825270918,45841.9946970254,44000.4039241704,44858.8189978139,45815.5303744133,46116.427365107,46693.0393457026,47554.2562709236,47507.4518407903,48317.1745835151,47460.3698331407,48946.247335636,49169.1223746857,46193.1741512432
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Cayman Islands,CYM,..,..,..,..,..,..,84778.3846273679,84870.0122137255,82125.1148887631,74068.8808625605,70095.8958134922,69103.2437128229,68270.0366376175,67537.5488446491,67762.3608420053,68135.4640728355,69534.7719101223,68824.426036871,71046.021848765,72432.5019661964,67530.6954647579
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Central African Republic,CAF,1007.24783442941,1028.79140785186,1042.70864454409,962.86483675182,998.689099661647,985.324815965559,1011.77750952868,1038.75013264676,1038.33528617758,1103.4637660212,1130.89570808081,1160.41474143552,1208.51577049925,764.051500246645,765.259553983357,795.037018678033,839.600009452135,818.395995276405,854.647491304949,861.766788755873,847.765012420583
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Chad,TCD,907.833513620676,980.469762610909,1027.66998521895,1133.06546734895,1448.4099900066,1632.95423350515,1586.36410518888,1583.70022758587,1576.76519728145,1586.45444016882,1741.0539976033,1682.65774621558,1769.32492045591,1804.82313259821,1861.6929035836,1853.25936456204,1579.76060047631,1683.47808848358,1563.5439331455,1561.99667256928,1489.18671217966
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Channel Islands,CHI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Chile,CHL,15415.7543241581,15725.6011989621,16053.6546496457,16636.6537886325,17571.0248424238,18415.7550355808,19339.4876734999,20140.5297017588,20695.5626125477,20255.0988352295,21225.1039096904,22323.7231409265,23467.97878578,24011.5910739973,24197.1833415116,24464.7457242613,24546.9124831181,24599.3746943432,25071.99013215,24809.8610359644,22970.5504925941
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,China,CHN,3451.67923096613,3712.33813229997,4024.35569657702,4400.82518349331,4817.21184464953,5334.64663946705,5979.78171185566,6795.17401247195,7412.87436351064,8069.35463834266,8884.58803129009,9680.0976996846,10370.7265717318,11101.9389300313,11851.4042175662,12612.3516513242,14243.5326108491,13399.1373202879,15133.9956182376,15977.7638280867,16296.6093791402
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Colombia,COL,9138.31634837786,9146.40228274619,9232.62480185524,9453.32590063046,9816.27483123066,10150.705071211,10692.724649653,11272.5748137008,11507.5225933715,11507.7138805501,11890.1997376165,12578.0120939701,12934.9621189014,13465.0712617183,13938.2276017866,14215.6842593479,14334.9105821162,14358.1641853816,14426.4303301896,14616.1310189382,13358.2943309399
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Comoros,COM,2863.15184983925,2871.19685329532,2878.5343592749,2881.96070660931,2881.56674362285,2905.68918263989,2923.53230074437,2888.44663400808,2942.99084560344,2976.77945418225,3025.51738376237,3084.82658544172,3115.23803263561,3185.31969710048,3183.15703112003,3150.87762379692,3240.17917020286,3185.62966370388,3294.83197206575,3290.65052676586,3222.37408929598
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,"Congo, Dem. Rep.",COD,728.20719687184,691.709145130354,690.65960748096,708.028771092759,733.541896967397,754.664443225631,769.887144601259,792.190884911577,815.01185695086,811.927345150487,841.856287115096,870.073805545314,900.978990405876,944.640247428046,999.07213352076,1032.57186484898,1023.53983314556,1021.3271982971,1048.24644679752,1059.89211128909,1044.07121380237
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,"Congo, Rep.",COG,4454.33715399011,4453.11024298565,4549.41595433261,4461.2029556713,4462.08885857246,4638.19962842914,4824.09829418417,4342.19316651967,4465.59988041177,4788.97995402991,5050.27949889368,4996.91931290816,5343.55491421009,5179.32378850215,5393.0818245717,5287.66247986046,4345.51912316554,4714.43854786775,4144.9493083115,4093.99062163531,3748.93261286327
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Costa Rica,CRI,12570.6954235029,12771.9500952422,12985.9999985051,13333.2165533298,13713.0076250599,14049.9086550059,14864.780635699,15861.8737416372,16385.0001353102,16024.029215472,16667.0156405471,17186.44753576,17809.9396232546,18044.9440543012,18480.6507785223,18956.1909314743,20168.2194165112,19553.5978270043,20503.2757213464,20818.0605791992,19778.3854862734
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Cote d'Ivoire,CIV,4123.84156883674,3930.70778665602,3728.58743908939,3467.56166009519,3495.3404221251,3451.01024109419,3470.63352243256,3433.85120574677,3522.23400328344,3572.68160019922,3737.40073156566,3464.04703706404,3652.1767666532,3962.60459822292,4234.79041295954,4423.82679710006,4836.04836654882,4620.34915605183,4941.79381103946,5132.34156935439,5092.16347104493
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Croatia,HRV,18331.1767964219,19644.7774150887,20775.9822830211,21933.1159073465,22843.5336907098,23796.8631782241,24999.1094902295,26273.5605943315,26805.2777067911,24896.6322104969,24642.9814896083,24707.7013009649,24203.4303965572,24174.6275868041,24169.9891770895,24984.7430385784,27267.3226459382,26056.1091015604,28287.9728091814,29412.2198169457,27002.0138496226
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Cuba,CUB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Curacao,CUW,28613.8998746656,29474.5905351755,29555.437383206,29035.6513154614,28598.5659888076,28067.0788061986,27802.9783186577,27932.5885259128,28186.8706932864,27855.1403936316,27527.4891160483,27277.1082806099,26957.2674143457,26483.9496728536,25962.886574067,25739.9225706404,24795.5934776245,25196.5112793026,24401.6830875035,23903.6212972904,19907.1222876223
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Cyprus,CYP,32943.140625,33878.109375,34738.9765625,35219.62890625,36498.38671875,37722.45703125,38847.078125,39967.46875,40397.74609375,38535.14453125,38296.73828125,37481.84765625,35642.67578125,33384.5,33136.515625,34453.15234375,38288.0078125,36509.10546875,39977.0390625,41741.515625,39871.59765625
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Czechia,CZE,24976.498277563,25833.4063533948,26289.6176754856,27239.5506747567,28542.2456286136,30384.436867063,32352.8025510542,33956.2350530817,34580.4322137524,32782.6017954523,33483.1268155206,34002.1788288328,33688.088989186,33661.457579474,34386.6938442223,36168.4069116203,38824.875418124,37014.9473772873,39941.272491387,40989.7134269238,38639.96708082
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Denmark,DNK,48907.0114021027,49133.2231026505,49204.8990055345,49262.6449732556,50446.5416048985,51483.273786293,53322.2889991783,53569.0280238008,52982.5317373493,50114.0500523227,50825.4122929358,51293.2061782002,51216.3094099261,51479.2664533017,52048.3354927846,52892.6460290247,55356.680780178,54185.0084787703,56178.7746299825,56813.9641554635,55275.062250353
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Djibouti,DJI,..,..,..,..,..,..,..,..,..,..,..,..,..,3664.26803619943,3854.26995628598,4073.62245479949,4451.68384614482,4291.2973762258,4589.37832627416,4768.11300470727,4759.25897717946
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Dominica,DMA,9763.94122601566,9785.33996073694,9493.42741159894,10070.0042883003,10357.2335536786,10409.9820860605,10884.2531377088,11570.1724107084,12392.8297404105,12246.9940872336,12335.1099271963,12309.8622178234,12153.687730068,12044.2218719671,12516.3840491873,12063.8956796634,11511.6064241415,12385.2690878926,11849.3015364933,12395.4204702077,10255.8596145691
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Dominican Republic,DOM,9246.30941620922,9333.5704881453,9613.33169817667,9351.32395116499,9460.91291134527,10215.4993710392,11009.2750694517,11677.2541307516,11899.2276476721,11856.0474200601,12677.0175637642,12905.288988573,13087.9489899427,13555.5113586867,14334.733860885,15145.4694592907,16524.5338420587,15967.2022809286,17484.1217559257,18171.0609627655,16768.4261044255
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Ecuador,ECU,8211.71125413845,8395.83265754095,8589.28386673127,8670.21073976421,9220.32540947744,9542.22499460196,9792.42181991219,9836.41910460756,10284.9542658843,10170.6509379627,10355.8226596754,10988.7221081401,11424.1523292447,11806.9238358507,12073.8104194928,11908.215784299,11679.4302342769,11587.8253010112,11608.4190498367,11390.2169659569,10356.9742017158
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,"Egypt, Arab Rep.",EGY,7869.2594929951,7981.6226843489,8003.28081905415,8088.21640231251,8249.86804918611,8449.5252202254,8853.76128535594,9298.05053647559,9770.22119807634,10028.7333042594,10333.2755662437,10286.0101966952,10279.8604215552,10264.0641579955,10318.6509217013,10534.8822044455,10995.0056689479,10765.8288009465,11363.3180205488,11780.9620965028,11989.5992514646
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,El Salvador,SLV,6497.03006557192,6521.76636817693,6598.8043699273,6684.78267128282,6734.39760888093,6912.45929118489,7216.29346623917,7337.83280996326,7466.31163090567,7281.15976491885,7410.21691099315,7660.63499466519,7851.22586096086,7991.02916922313,8097.9581764719,8263.64372524323,8617.92170824529,8447.10366608495,8812.9247941056,9015.66403063947,8294.53733884395
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Equatorial Guinea,GNQ,9890.81773740153,15389.1559944404,17534.8470755054,19081.9262331196,25164.153285585,28075.1780756811,28879.3520851043,31770.0147878693,35688.6470720477,34479.8948330445,29944.2618032545,30502.6004688321,31680.6597401383,29143.0218017857,28106.1983886504,24563.5006044462,19617.8447053636,21566.0570482721,17764.9696298828,16240.3698101562,15045.5287073838
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Eritrea,ERI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Estonia,EST,17765.2075336124,18952.1070075434,20364.0087374035,22049.6827903416,23691.1529865284,26096.9883386237,28814.9203164655,31140.5798350899,29621.7645299993,25337.175235261,26015.7463509325,27990.136407635,28997.3228845385,29525.1188635117,30494.0963031973,31038.8046287051,33821.93290847,32008.9343566614,34979.8670494407,36153.4319482746,35883.265325261
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Eswatini,SWZ,5443.43935311282,5443.2789355121,5630.80407334201,5805.16183891255,5976.21179772814,6298.53113992386,6639.71843687214,6894.08757224949,6913.34842435909,6989.37790510274,7221.33595907231,7347.20458344105,7701.39398371366,7949.5879278554,7969.20770717136,8088.7344748387,8213.9206193606,8113.23960081747,8343.92296083981,8501.26632860999,8290.40943633597
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Ethiopia,ETH,719.004435514051,756.272564393651,745.53779452733,708.53266368312,781.913516744977,849.847673325314,915.673438327061,991.883400804938,1068.13800881515,1130.03184035037,1236.47940941404,1336.06695076749,1411.13592886177,1518.1437623013,1629.18906979629,1750.6727312872,1987.96875367138,1864.48766816335,2067.45649659251,2181.65887703263,2253.23578832192
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Faroe Islands,FRO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
